text	sentiment
.username " vamos a reducir al 50 % los altos cargos en Andalucia y todos los d. generales serán funcionarios" ArenasPresidente	NEU
.username : " la reforma educativa será la reina de todas las reformas en Andalucia" ArenasPresidente	P
Puedes seguir en directo la intervención de username en  url	NEU
.username " solo estaré 8 años en la Presidencia de la Junta de Andalucía" ArenasPresidente	NEU
Reparto de poder en el PP. Cospedal gana  url	NEU
Hace un año username y username me ayudaron a entender la importancia de los Goya. Gracias, espero que hoy sean un éxito.	P
Dolores de Cospedal es muy monótona hablando, no hay forma de q arranque un aplauso entusiasta. 17CongresoPopular	N
Mayoría también en la red   url  (vía username) 17 congreso pp	P
No creo que este haya sido el mejor discurso de María Dolores de Cospedal... 17 congreso pp	N
Rajoy resume su reto con una frase certera: "Aquí no se puede gobernar pensando en la próxima media hora. Hay que preparar el futuro".	P
Rajoy augura medidas durisimas: "No será agradable, pero los españoles están de acuerdo"	NEU
.username " haremos las reformas con justicia, sensatez y sentido común " 17 congreso pp	P
. username " es mas fácil hacer reformas en una casa vacía pero la nuestra tiene 47 millones de personas" 17 congreso pp	P
Rajoy: nadie acudirá a rescatarnos. Saldremos con esfuerzo y perseverancia. Nos costara pero lo haremos. sin brotes verdes	N
Frase resumen de Rajoy sobre sus reformas: "no será agradable, pero los españoles están de acuerdo" 17 congreso pp	N
Una comparsa pidiendo por la custodia compartida... algoseestámoviendo   url	N
feliz cumple username ;-))	P
"username:Reflexión excelente. Cómo tomar decisiones capitales en situaciones de incertidumbre Unknown Unknowns  url	P
La crisis exige unos presupuestos q incentiven el empleo pero no puede ser una coartada para suprimir derechos laborales	N
Gran discurso de username hoy en el congreso del username. Cada dia es mayor su capacidad de llegar a la gente y convencer	P
Marchas contra la reforma laboral. El cierre del 17 congreso dl PP. Los Goya. Os lo contamos en unos minutos en username Os esperamos	P
Carlos Floriano, vicesecretario de Organización PP (username) sobre 17 Congreso PP:"Congreso centrado en los problemas de los ciudadanos"	NEU
Recomiendo que leáis el discurso de  Rajoy de hoy -está colgado en ELMUNDO.es- y luego os fijéis en Mendez, Toxo y el consejero de Bankia.	NEU
FELICIDADES A MI AMIGO username !!! abrazo crack!!	P
Un recuerdo de la noche sevillana!!  url	P
Y por esto no protestan los sindicatos, verdad? url	NEU
112 informa a aytos. y organismos d alerta amarilla AEMET x bajas temperaturas -8 C Sierra y -4 C resto próxima madrugada vía username	NEU
"username: Cardenal de BCN:'Los niños sin estudios de religión se sienten atraídos por sectas'"¿Su eminencia es experto en gustos infantiles?	N
Y qué mal el árbitro	N
La respuesta masiva en la calle al ataque brutal de la derecha política y económica a los trabajadores va a marcar "un antes y un después"	N
Otroooo triple de Llull. Y maaate de Ndong. Ahí están las armas de uno y otro.	P
No entiendo esa falta.Begic se ha equivocado,y el RMD lo puede pasar mal al final	N
Me he sentido username aludido por una generalización injusta. Todo es imperfecto, compañero, pero nunca fue tan plural RTVE.	N
(2)Si Rajoy le hubiera dado a Arenas poder en el partido ¿Qué pasaría si gana en Andalucía? Sería una alternativa.	NEU
Mi amigo username de la Taperia de la Plaza de Medina nos invita a username y a mi a poner nombre a un pincho...ahora mismo va foto	P
Sí lo que está entre las aceitunas son fresas username  Y la explosión en la boca es brutal...	P
Qué pedazo de MVP, Sergio Llull, aquel chico menorquín que debutó metiéndole cuatro triples a un equipo de la NBA. Y Carroll!!	P
username en este asunto, por más que algunos discrepen, los datos cantan. No ha habido igualdad hasta que se ha forzado, y aun es poca	N
Ya ganamos hasta en el baloncesto,grande Sergio llul,las cosas están cambiando, HALA MADRID.	P
No es una victoria, es una barrida.	P
Gran victoria del Real Madrid de Baloncesto frente al Barcelona en la final de la Copa del Rey halamadrid	P
Q pena la gente q se expresa con insultos gratuitos pero q bueno recibir tweets de la gente de verdad,gracias twitteros.	N
Más aplicaciones de medios en Facebook para llegar al público joven  url Con un medio de amigos es +fácil crear lectores	P
Moderación, humildad, sencillez, transparencia, participación y respeto a los demás es lo que se respiraba en el 17 congreso pp ;-))	P
Las entrevistas de Cospedal mañana (previsiones del PP) 08:40.- Telecinco08:50.- Onda Cero09:00.- Cadena Ser09:10.- ...  url	NEU
username si pongo los nombres de los programas me voy a un folio!	NEU
Con las proclamas antiPP, anticapitalistas y anticlericales del 19F y con los premiosgoya España encara un nuevo amanecer. Se ve claro	NEU
Barça 0-1 Valencia.	NEU
Voy a los Goya a entregar el premio al actor revelación...Y a hacer algunas observaciones sobre como suelen votar los académicos(me incluyo)	NEU
Barça 1-1 Valencia	NEU
Empieza...	NEU
Todos viendo el numerito musical!  url	NEU
Recién llegado de Sevilla y me encuentro con esto:  url "Fascistas...terroristas..payasa...". Abrazo a los colegas	N
Espectacular Silvia Abascal después de su enfermedad. Que bien! premios goya	P
RT: jaja "username: username A este paso va a acabar antes la película "Doctor Zhivago" que la gala de los Goya"	P
Pero Xq hay q ser tan mal hablado en el mundo del cine? Es un esfuerzo decir 1 palabrota cada 4 palabras,imagino . PremiosGoya	N
Ni Pedro ni yo os compramos. premiosgoya	NEU
Barça 3-1 Valencia. Y el mejor del partido, el portero del Valencia, Alves.	NEU
hahahahahahahahahaha "username: Todos los nominados al mejor actor SON HOMBRES. machismoenlosGoya goyas2012"	N
Bueno, 4 goles, igual es sólo fin de ciclo.	N
ya estoy mas tranquila! "username: Es El Langui, un rapero famoso. Es un chico con mucho talento y luchador.Tiene dos goyas ()"	P
Sex-appeal a pares!  url	P
Uy! La hora bruja! Me voy a dormir! Descansad! Hasta mañana !	P
enhorabuena username ;-))	P
La Gala no merecía tanto pero, a la vista de los premios, username merecía más.	P
Cuándo sale Urbizu?	NEU
El perro de "The Artist" se dopa, dicen algunos.	N
Si es que tengo un ojo!  url	P
Eso siempre vale la pena. Grandes. RT username: username  Si un besazo para ti too,valio la pena ...  url	P
Un besazo chicas. RT username: username mira esta foto y celebramos juntos  url hace 1 año ya de esto ♥	P
De camino a bcn q hoy grabamos TSQV!!!!!!	P
Fuengirola denuncia recortes de la Junta en programas de Servicios Sociales.  url	N
Empezamos en username buenos días!  url	NEU
Injusta porque debilita a los trabajadores. Mala pq lejos de crear destruye empleo. Innecesaria y contraproducente pq aumenta la recesión	N
Aznar: 'Ha llegado el tiempo de username    url arenaspresidente	NEU
Esta reforma feroz da una patada a la puerta que abrió el gobierno Zapatero. Despido libre, degradación del empleo y dictadura patronal.	N
Los 10.000 liberados sindicales le cuestan al país 500 millones  url	NEU
En Sesión Plenaria de las Cortes de Aragón. Debate y  votación dictamen Comisión  Hacienda sobre Proyecto Ley Presupuestos 2012	NEU
Bdías y buena semana! Unas palabras el día después del 19F  "¿Bocadillo y pancarta... o copa y puro?" username  url	NEU
"Marea zombi" Mi columna hoy en username sobre el primer toque de corneta de los camaradas Toxo y Méndez   url 19F	NEU
Sevilla-Almería para mantener encuentro con mayores. Posteriormente, reunión comerciantes,pymes,autónomos y empresarios turísticos en Vera.	NEU
"username: username slds desde Chile"ABRAZOOOOO!	P
. username : " en Andalucia hay 444.805 asuntos judiciales pendientes y en Malaga 95.716 " el cambio andaluz	N
Increíble audiencia para la gala de los Goya y un sobresaliente para su "pedazo" de presentadora mrs Eva H! Bravo!hayquelidiaresetoro	P
username Muy buen artículo, sí señor	P
Aún no sé si username se ha largado sin más o me ha bloqueado. ¿Alguien puede verlo?	N
Me parece estupendo el premio recibido por el documental sobre la persecución del juez Garzón. Enhorabuena!	P
cuando los recortes se hacen al peso. "username: Los campus de excelencia, en vía muerta  url Wert paraliza los créditos	N
Asunto arreglado con username !!!!!	P
Todo preparado para empezar mañana las previas de Grease en Madrid, en Gran Vía en el teatro Arteria Coliseum!!!!  url	P
;-)) RT username: username username 5 mujeres y 4 hombres, me gusta ;)	P
El PP sale más fuerte, unido y cohesionado para hacer frente a la salida de la crisis tras el 17 congreso pp  url	P
Reuniónes para el cambio andaluz ;-)) (@ Partido Popular de Málaga)  url	P
Gracias por todo! Me lo he pasado genial en username !!!;-)	P
Manda tus vídeos de brutalidad policial a la delegada del Gobierno en Valencia:  username  IESLluisVives	N
Imágenes y testimonios muestran la extrema dureza de las cargas policiales contra estudiantes en Valencia.  url	N
Las fotos de las cargas policiales en Valencia son tremendas  url	N
Lo inhabilitan pero sigue siendo moralmente un gran juez. Mañana tendrán que rehabilitarlo.	N
Lectura para followers que se dedican a la política:  url	NEU
En andalucia lo que mas se ha dictaminado en dependencia es " cuidados en el entorno familiar" y esto hace imposible el respiro familiar ..	NEU
Tremenda la narración de la periodista de Radio Nacional en Valencia, contando cómo la han golpeado  url	N
La respuesta policial de Valencia obedece a la agresividad de los manifestantes, dice el responsable de la policía de la Com Valenciana	N
Glups!!!! RT username: El miedo es la nostalgia de lo que aún se tiene.	NEU
El nuevo Presidente Alemán. : no soy superman.  url	NEU
Me cuentan que en el Canal 24 horas darán parte de la rueda de prensa de la delegada del Gobierno  en Valencia (en diferido) en un rato.	NEU
Incidentes en Valencia. La Policía debe mantener el orden, pero también medir el uso de la fuerza. Vienen tiempos de tensión en las calles.	N
RT username username: "Hay que poner un dique de contención a la sangría del paro"  url	N
Resulta inquietante y siniestro este ambiente de crispación contínua. queestápasando	N
Un ministro me ha dicho hoy que en el Congreso del PP en Sevilla "Rajoy ha nombrado ministra del PP a Cospedal"	NEU
La solución griega no me convence. 130.000 millones para devolver deuda. Eso, por sí sólo, no mejorará la situación.	N
"username: username venga va, tu a los 333.333 y yo a los 3333...David!!!"VAMOOOOOS!!!	NEU
OS DESEO FELICIDAD! buenas noches, buenas noches y buenas noches! MiNumeroEsEl3 !	P
Por eso no queria dejarla abandonada en el desierto de las canciones muertas. RT username: username ...  url	P
username username mucho insomne veo por estos lares...	NEU
Los ministros de economía de la zona euro han aprobado el 2º rescate para evitar que Grecia quiebre. Se destinarán 130000 millones euros	NEU
Días para que en la cabeza suene esta música... Oh! Esta música.   url	P
Periódicos locales que siempre buscan la manera de vengarse de quien señala su mediocridad. Esos periódicos locales...	N
Bienvenido el acuerdo con Grecia. Por fin!!	P
RT username: Libertad Digital &gt; La Guardia Civil detiene en Andoáin a dos etarras  url	N
Abogado Urdangarín: "Si ha cometido errores, como todo ciudadano, yo los califico de errores administrativos (...) "	N
Hoy estaré en la presentación de username, una nuevo sello literario con el que edito mi primera novela.   url	P
( leer con tono de peli de miedo)Ya estooooooy aquiiiiiiiiii ! Por fin la promo de mi nuevo programa username  url	P
La CEOE es insaciable. Considera insuficiente el estado de excepción laboral y va a por la prestación del desempleo y el derecho de huelga.	N
Ayer en username, m partí d la risa con username ,el momento n q s sube al coche s genuino! FELICIDADES username  url	P
Gobierno, Psoe, Ciu y Pnv pactan un texto conjunto ante la petición de UPyD que pide ilegalización de Bildu y Amaiur en el Congreso	N
Gallardón : la policía ha actuado  obligada x violencia provocada.Desde  q es Ministro se ha quitado careta ideológica  url	N
Gallardón, sobre Valencia: violar la ley debe tener igual reproche para menores -  url (EP)	N
RT username: Si tuvieras q buscar un paraiso terrenal a QROO has de viajar XQ ES EL 1 username (cont)  url	NEU
¿Por qué hoy sí hablan de "excesos" en Valencia y ayer era una carga "proporcionada"?primaveraestudiantil	N
Ministro de Interior asegura que los detenidos esta noche forman parte de un comando legal de eta. "el estado no está en tregua"	N
Acusaban al PP de crispar y ahora escriben cosas así... flipo. Para sobrevivir hacen falta estos excesos?  url	N
La policía llama enemigos a los estudiantes, la CEOE lo insinúa de los trabajadores y el Gobierno de los sindicatos.  ¿Antisistemas?	N
. username lleva ella personalmente su presencia en las redes sociales : directa, cercana y espontánea  url	P
;-)) RT username: En la presentc de la nueva web de username  url username y username	P
"username: a veces tienes la gracia en el culo colegaaa" Así se me está poniendo de durito.	N
Rosa10 denuncia el intento del PP y el PSOE de aislar a UPyD y no a Amaiur  url	N
Acabamos de presentar una nueva herramienta de coordinación entre los distritos y Lipasam para que sevillahoy esté más limpia	P
Apuesta del username por la justicia username  url el cambio andaluz	P
Racista me llaman... En fin.Insisto que me gusta ser consciente de lo q es nacer aquí incluso cd estoy mala comparado con un país olvidado.	NEU
Queda prohibido defender en twitter el respeto a la ley. De hacerlo serás atacado e insultado YDicenDefenderDerechos	N
Hoy en mi blog: ¿Cuál es nuestro camino? hagamos_nuestro_propio_camino  url	NEU
En definitiva, un paso más para la creación de empleo en sevillahoy, una prioridad para este gobierno.	P
Comunidado SUP protestas Valencia  url Sobre las palabras del Ministro dicen "políticamente cobarde y moralmente miserable"	N
En username estamos buscando a este estudiante agredido por un Policía en Valencia  url Ayuda	N
importante..  url	NEU
Ha llegado el momento ;-)) queganas ;-)) chatidieta username ;-))  url	P
Rajoy sobre la carta: "He firmado porque me parecía que era una buena carta... No hay ningún frente de nadie contra nadie" Visto en username	P
Los diputados de ERC y algunos de la Izquierda Plural exhiben pancartas de DIMISIONES en el pleno del Congreso de los Diputados.	N
Policía anditisturbios, defendiéndose de un peligroso antisistema que le quería golpear con sus gafas. Dentro vídeo  url	N
Y las ballenas son reales ¡¡.  url	NEU
Hoy m acompañan en username username username Marina Castaño, Luis Peiro, username y Alfonso Serrano 00.01h! username	NEU
El comité de empresa denuncia la manipulación de Canal 9 sobre las protestas de los estudiantes  url vía username	N
Un consenso cosmopolita frente a los fallos de derechos y libertades de la tecnología, la política y la globalización  url	NEU
username es indignante! Los chavales han dado hoy, sin policía represiva, una lección de urbanidad. Para cuándo las destituciones?	N
hay q pedir yogures gratis! "username: Salvar a los griegos cuesta a cada español 360€  url LET"	P
El PSOE sigue con sus líos. Griñán se planta. username 20:30	N
RT username: Hijo de Paulina Rubio username asiste al primer concierto de su mami  url username	P
Encuesta cachonda en la web dl PSOE-A: Ves justo q subamos los impuestos a quienes +tienen para mantener la calidad d educación y sanidad?	NEU
En el avión camino de Tenerife junto a username username e username :-) hasta luego!!!	P
Ojala pueda ir pronto besos Rosarinos. RT username: username Besos enormes desde Rosario Argentina! ...  url	P
Miss u guys back. Viva Argentina. . ;) RT username: username , cuando venis a Argentina? We miss u!!!	P
Buena frase que llega una semana tarde Fdez-Díaz:  "Estamos para controlar los excesos no para excedernos en el control" vía username	P
a ver esta peli de nuevo  (watching El Pianista)  url	NEU
Nosotros también somos el enemigo y no pensamos irnos a Laponia. Nos quedamos aquí a defender nuestros derechos.	P
Muakkkkk RT username: username el beso mas grande para ti por ser la tweetera mayor!!!!	P
Mil gracias ;-)) RT username: username Gracias a ti, las redes sociales no serían lo mismo ;)	P
Cenando con username username username  y username con esta compañia se cena bien agusto...me falta username	P
Busca. ;) RT username: username que es lo que no se ve??	P
A grabar...	NEU
Campeón: Dorribo mantiene q pago al exministro José Blanco,a cambio d favores en ministerios,hoy le toca declarar al primo político d Blanco	N
Embajada EEUU en Kabul bloqueada y viajes suspendidos ante la violencia desatada x quema de Coranes.Manifestantes gritaron"muerte a América"	N
Hoy interpelamos al gobierno sobre los desahucios inhumanos y la dación en pago.	N
RT username: Día para intentar la igualdad salarial de hombres y  mujeres. stop discriminación salarial	P
Hoy en Torremolinos username username username presentan el LibroBlancodeTurismo para Andalucia	NEU
Amaiur a punto de preguntar por primera vez a Rajoy. En un minuto, en directo username	NEU
Rajoy a Rubalcaba "tenemos una legislación laboral de hace 30 años y los tiempos han cambiado..la Reforma es buena, justa y necesaria"	P
Ya tenemos nueva cortina d humo dl gobierno Mas:Eurovegas,el nuevo bienvenido Mr Marshall.Mientras,sigue creciendo el paro y fuga d empresas	N
Ahora Dña. Soraya ,portavoz del PSOE resalta lo obvio: Que el gobierno no presentará los presupuestos hasta después de las elecciones.	NEU
Venga!!! CAfé para todos.RT username: username buenos dias. Un cafe? Esta recien hecho	P
Wert sale a frase magistral por día. O por hora. Arranca sin ver problema en que se emigren los investigadores  url (sigue)	N
La reunión con la username ha sido muy fructífera. Gracias. Los retos de la cooperación estos años requiere la unidad de los actores.	P
Imprescindible  url vía username	P
Puño de hierro de los decretazos  con los ciudadanos y el guante de seda del código de buenas prácticas para los bancos: Dice Coscubiela.	N
LibroBlancodeTurismo username " que gran noticia es que el gobierno vaya a abrir una linea ICO especial para ayuntamientos y CCAA"	P
Con déficits propios, Alemania urge a otros a hacer reformas, xo no se aplica el cuento. "Una pena", dice el Economist  url	P
LibroBlancodeTurismo username " estoy preocupado con la situación pero tengo esperanza "	P
Lo que os adelanté en exclusiva tuitera. Fernando Martín pierde la batalla legal con Jove por la compra de Fadesa  url	N
RT username: username por supuesto todas!Ya quisiera yo que CLM fuera la que mas aportase al estado, eso sería una magnifica señal	P
N la pelu: D los creadores d: tiene l pelo lejioso aburrido e irreverente! Llega con fuerza:Vazquez a ver como l quito las mechas berenjena	P
ja, ja!!!! username: username das el perfil para el anuncio de Kalise!!! username"	P
. username  llama a la regeneración en Andalucía frente a la corrupción y al sectarismo   url el cambio andaluz	P
Correcto username: username cualquier cosa con tal de no pagar un taxi..."	P
Me gustan unas nueces quemadas que dan. Y el atún picante. Y el cangrejo blando. enmibarrio  url	P
En serio?"username:un saludo de un ex concursante del Juego d Euromillon q recuerda lo amable q eras. Hasta consegui novia x el concurso	P
Qué cansinismo ( gracias username ) con las idas y venidas en username Tanto y tanto se dice que quizá alguno por casualidad se acerque. Uff	N
."username: username Muy bueno el telediario de hoy. Enhorabuena a todo el equipo."	P
Ahora estoy saliendo para jugar con username. Ojalá q cuando termine el partido lleguen noticias de q están mejor. Y q no haya fallecidos	NEU
libroblancodeturismo username " en España de cada 100 euros que se producen, 10 proceden del turismo"	NEU
El penúltimo disparate del ministro Wert. Ofendiendo al 15-M: "ignorancia", "simpleza"...  url	N
EL PAÍS estrena portada. Nueva home. Aquí estamos. url	NEU
En el blog: Todos juntos contra el paro  url	P
Obama se arrancfa a cantar. No es el único. Os lo mostramos en el username 20:30	P
Ah! Hoy con username username Begoña Aranguren, username en username	NEU
EL PAÍS estrena página web tras meses de transformaciones, también en la redacción. Puedes verla aquí  url	NEU
Este video explica en detalle cómo moverse por la nueva web de EL PAÍS y explotar a fondo sus funcionalidades  url	NEU
El PP cambiará la Ley de Costas para legalizar las casas anteriores a 1988  url	NEU
Bruselas será ligeramente flexible con los objetivos de déficit de España de 2012  url	NEU
Sí. También hablamos con él RT "username: ¿y el pelirrojo q pasa x ahí, es el mismo q el de las portadas de periódicos?"	NEU
Mi artículo en ESD: "El dudoso ascenso de Sánchez de León le estalla al ministro del Interior"  url vía username	N
Lamento mi ausencia hoy, pero ha merecido la pena. Preparar la presentación de la conferencia de Bill Gates en Madrid ha devorado mi tiempo	P
Insólito! El ministro de Exteriores, Margallo, hombre de "extremo centro", felicitado por su tono moderado por toda la oposición	P
Abrazos RT username: Pide a las estaciones de radio de tu pais que apoyen a PositiveGeneration de ...  url	P
¡¡Gracias a todos los que seguisteis anoche username !!	P
Camps ha vuelto hoy a Les Corts Valencianes tras siete meses sin hacerlo. ¿Le aplicarán lo de la reforma laboral sobre absentismo?	P
Me cuentan que Intereconomía ha abierto su telediario con uno de mis tuits. Supongo que con mi blog les daría para un documental de una hora	NEU
El tuit en cuestión es éste. Como ven, hice algo terrible: informar sobre las horas de las manifestaciones convocadas  url	NEU
Impresionante username y su "Yes, We Spain Is  Different"! No os lo perdáis!!! Casi dos horas sin parar de reír! Enorme!!	P
username menos mal que has especificado!!!! ;-)	P
A ver si se me pega algo  url	P
Nuevamente me lo he pasado genial en username Gracias por todo, por vuestra atención y por cuidarme tanto!! Un beso a todo el equipo!!	P
Muy buenas noches followercetes!  url	P
Dificultades en el CGPJ para reunir los  apoyos para designar al sustituto de Gómez Bermúdez en la Audiencia Nacional   url	P
Me gustaría morir como mi padre, durmiendo y no chillando como sus pasajeros...chistesdepilotos	N
RT username: OMG D: MeVoy username Feat username Se encuentra en el Lugar 2 del Top Pop (cont)  url	P
Bdías. Hoy se cumplen 30 años de mi expulsión del juicio del 23-F. Esto es lo que pasó. Mi segundo 23-F   username Orbyt  url	P
"username: username Que pasa con la dieta nene????"AL CARAJO! jajajaja	P
"username: username te suena CHILE Festival de viña? Quisiera verte por estos lares :)"Y YO QUIETO IR!!!	P
2 turistas españoles rescatados en Colombia al encallar el velero en que viajaban.	N
Hoy Pleno de Enero username plenomlg (@ Ayuntamiento de Málaga w/ username) [pic]:  url	NEU
"username: Audiencias: "Con el culo al aire" sube y amplía su liderazgo y "Tú sí que vales" sigue segundo  url Ouygrrrrrr.	N
Aquí teneis a un enfermo de la unidad de salud mental del Clínico en los pasillos AndaluciaImparable   url	NEU
23F trabajando con normalidad en el Congreso, como debe ser. Nada que ver con el sarao de autobombo que organizó Bono el año pasado.	N
La Guardia Civil implica al exconsejero José Antonio Viera en los ERE de Andalucía. Ahora es diputado.  url	N
Como comprenderéis, abrumado por el cariño d mis amigos y d todos vosotros!!!;) GRACIAS D CORAZÓN!!;)	P
Un muerto y 8 heridos graves en un accidente de tráfico en Ávila. Al parecer, aún,hay personas atrapadas.Hay un autobus escolar implicado	N
. username Mirad: enfermos mentales del Clinico Malaga en los pasillos.... sonpersonas   url	N
. username Mirad: enfermos de salud mental de el Clínico Malaga en los pasillos...Andalucia imparable?   url	N
Bosch-ERC subea  la tribuna para decir que el veto del PP en comisión Secretos Oficiales es una caza de brujas. ¿Q tienen ctra mí?, dice.	N
Bosch-ERC termina su intervención en tribuna: Me tengo que marchar "lo antes posible de un territorio que ustedes están pudriendo".	N
Y esto? Facturas de las clases? La Ual envía a sus alumnos facturas informativas sobre el coste real de la formación  url	NEU
El Grupo Mixto pide q se repita la votación con Joan Tardà, tb de ERC, como candidato. Petición denegada.	N
A ver que vota el username en el plenomlg sobre nuestra propuesta para evitar esto...sonpersonas 100 camas mas  url	N
Uy! RT username: Ante las medidas de Rajoy, el 25M elige a alguien que te defienda, que no trague con todo.  url	N
username corregido. Abrazo.	P
username pero no estaban juntos en el texto contra ETA que UPyD impidió votar? Los demás grupos no se plantan contra la injusticia?	N
Ya está. Rajoy establece su calendario oficial para las próximas semanas. Los presupuestos "realistas" se ...  url	NEU
Reacción username veto Comisión Secretos Oficiales: "Un golpe a la democracia digno de "conmemorar el 23F... El PP está pudriendo España	N
La justicia eleva a marlaska a la vez k expulsa a Garzón, relevante jornada.	N
Oleeeee Rosita ;-))) RT username: Aqui estoy username username	P
Presentamos ahora una moción en el plenoMLG para solicitar que se haga ya el Centro de Salud de Gamarra , prometido desde 1986 x la Junta!	NEU
En el username con username	NEU
para los papas, por favor lean este articulo, vale la pena. url	P
Según la Agencia Europea d Medio Ambiente,España es líder europeo en contaminación atmosférica. Así tengo yo la alergia!!	N
Reunión con el presidente del Consejo de Ministros italiano, Mario Monti  url  url	NEU
+1RT username: Todavía tenemos q oir en el parlament q El Prat ha de ser Hub internacional cuando no hay mercado para + es surrealista	N
Putin co retórica mas nacionalista conforme.se acerca 4Mazo  url FT	P
Es muy triste tener jóvenes encapuchados x Valencia cuya profesión es el fascismo, la violencia y la intolerancia. username	N
que también ha llegado a Twitter username ;-))) gran compañera y amiga	P
Mañana en losdesayunosdetve ampliamos el foco con Fiona Ortiz responsable de username en España y Mathieu de Taillac d username	NEU
Felicidad, poder compartir unas risas con tus ídolos...  url	P
Se hace raro iniciar La Brújula a la 13.00 hora local y el sol pegando tan fuerte...	NEU
La Junta de Andalucia solo ha ejecutado el 4% de las VPO prometidas desde 2008  url	N
Aquí se puede ver el momento d la agresión a los reporteros de username:   url vía username	N
El mundo árabe, cada día menos seguro. Os lo contamos en el username 20:30	N
RT username: Antón Damborenea (PP) denuncia en el Parlamento Vasco incoherencia de username al firmar con Bildu iniciativa parlamentaria.	N
no lo creo, damos voz a quien quiere,pero eso justifica una agresión? "username: sois una tv que manipulais mucho y no contais la verdad."	N
Por cierto, felicidades a username, username y username por sus premios username	P
Los derechos son nacionales "username: Para cuando el acceso a las pelis para orbyteros q vivimos fuera? Seguro q somos un alto porcentaje	P
."username: un abrazo fuerte para ti y los compañeros agredidos hoy, recordando q la única batalla que se pierde es la que se abandona"	P
¡Lo mejor de mi timeline está disponible!  url ▸ Historias del día por username username username	P
Que bien para ser el dia 1 ;-)) RT username: username jartani, estoy en ello, no quepo....	P
O username Adrián selección!!!	P
hahaha "username: username username esto os va ha hacer sonréir  url	P
El ACTOR que me gustaría haber sido...  url	P
Limpieza de deuda en la TVG para su privatización username La CRTVG sanea su deuda y cuesta 36 euros por gallego  url	P
Gracias mil Sazatornil!Le abraza, Saza!Impecable siempre en todas sus interpretaciones.clásicos  url	P
Estos tipos son geniales. Guilklermo ValadA es la aportacion Argentina al disco ;)	P
Obsesionada con la hermosura de NYC en el nuevo Spiderman. Ayer pude ver ocho minutos increíbles. Allá va el aperitivo.  url	P
Todos los sueños se hacen realidad,cuando d verdad lo deseas! Q sueñes mucho zzzzz	P
Iberia cancelará 107 vuelos este viernes por la huelga de pilotos -  url	N
Buenos días!mi FF es para todos los q anoche m acompañasteis viendo la serie d miedo d username,Mucho mejor con tanta gente felizViernes	P
Incorporar el crowd en las organizaciones. Interesante articulo de username  url	P
Que vergüenza....El username  llama puteroal ex alto cargo del fondo de reptiles EREs v URL	N
Toda la suerte del mundo esta tarde para username en la cancha del Schio. Nuestras chicas siguen siendo las actuales campeonas de Europa.	P
La fiscalía investigará los negocios del número dos de la Diputación de Barcelona, vía username  url	N
Voy de camino ;-))) RT username: username vendrás a las jornadas conojosdemujer ?	P
FF para username que cumple tropecientos años (y apenas se le nota)	P
¡Noticias descombacantes! está disponible!  url	NEU
Mañana MALAGA!!!	P
Público cierra. Un abrazo para todos los ex compañeros username username username username username username y demás	NEU
No comparto línea editorial pero cada vez que se cierra un periódico se apaga una luz. Un abrazo fuerte a todos los trabajadores de Publico.	N
ff para username username dos grandes periodistas que respeto, reconozco y animo. Con un fuerte abrazo.	P
Un abrazo para los compañeros de username	P
Para los que no recuerden el colegueo de "Queridoemilio" (el financiero del ex juez Garzón)con ZP. Borrell sí sabe:  url	NEU
;-)))) RT username: username Gracias!! Menudo Piropazo :)) caraamapolaOn	P
Gracias de corazón por tanto apoyo. Disculpad que no pueda responder ahora. Estoy hablando con compañerusername y colaboradorusername de 'Público'.	P
Comunicado de los trabajadores de Público  url	NEU
Menos mal que hay socialistas q hacen autocrítica y reconocen los meritos de otros:  - España  url vía username	P
A las 3 en username, se ultiman los preparativos para la declaración de Iñaki Urdangarín como imputado ante el juez de Palma	N
Un poco de humor, mis trolldeldía: Señores que no distinguen al dueño del diario de un columnista haztefan  url	P
Krispin Klander oro cómico personajesmiticos  url	P
Os invito a participar en debate online sobre Proyecto de Ley contra el Dopaje en username:  url Adidoping	NEU
username Gracias, aunq otros no piensan igual. Las tuyas suelen quedar mucho mejor. Besos	P
Las fuerzas de Al Assad ejecutan a 18 personas, incluidos dos niños -  url Reuters	N
Referencia Consejo Ministros: Aprobado el mecanismo de financiación a las entidades locales para el pago a proveedores   url	P
el q de Guardiola? "username: username username Que no llevan bien lo de Guardiola."	NEU
Nunca pensé que a una viñeta de Forges le pondría esta cara :( RT username: Forges despide a Público.  url	N
ya. "username: username es como si el PSOE os retira la acreditación por criticarlos."	NEU
username Yo también lo creo	NEU
."username: username username username Nos pegan, nos vetan, en fin, ladran luego cabalgamos"	N
Las nuevas medidas aprobadas por el Gobierno son un balón de oxígeno para la viabilidad de miles de empresas y del empleo líneasICO	P
"username: Wow. "Hamas condena  Assad, y apoya a los rebeldes"eran lo únicos sunitas  que  url	N
Hoy,con Magnús Scheving( SPORTACUS EN LAZY TOWN)UN fenómeno q ha vendido su serie infantil a + d 100 paises!  url	P
Hasta siempre, por username  url	NEU
Os dejo unas fotitos. Muchos recuerdos de mi infancia en esta entrevista.  url	P
En una horita, username con su último trabajo sobre Urdangarin... Ya tienen etiqueta para comentarlo: elduqueyeljuez	NEU
No estoy de acuerdo con lo que usted dice, pero me pelearía para que usted pudiera decirlo. Voltaire.	NEU
